"","Opponent","regular_1_position","Player","Away","Home","matchup","Team","regular_1_name","regular_1_min","regular_1_pts","regular_1_fg","regular_1_fg3","regular_1_reb","regular_1_ast","regular_1_game_date","regular_1_matchup","regular_2_name","regular_2_position","regular_2_min","regular_2_pts","regular_2_fg","regular_2_fg3","regular_2_reb","regular_2_ast","regular_2_game_date","regular_2_matchup","regular_3_name","regular_3_position","regular_3_min","regular_3_pts","regular_3_fg","regular_3_fg3","regular_3_reb","regular_3_ast","regular_3_game_date","regular_3_matchup","regular_4_name","regular_4_position","regular_4_min","regular_4_pts","regular_4_fg","regular_4_fg3","regular_4_reb","regular_4_ast","regular_4_game_date","regular_4_matchup","regular_5_name","regular_5_position","regular_5_min","regular_5_pts","regular_5_fg","regular_5_fg3","regular_5_reb","regular_5_ast","regular_5_game_date","regular_5_matchup","regular_6_name","regular_6_position","regular_6_min","regular_6_pts","regular_6_fg","regular_6_fg3","regular_6_reb","regular_6_ast","regular_6_game_date","regular_6_matchup","regular_7_name","regular_7_position","regular_7_min","regular_7_pts","regular_7_fg","regular_7_fg3","regular_7_reb","regular_7_ast","regular_7_game_date","regular_7_matchup","regular_8_name","regular_8_position","regular_8_min","regular_8_pts","regular_8_fg","regular_8_fg3","regular_8_reb","regular_8_ast","regular_8_game_date","regular_8_matchup","regular_9_name","regular_9_position","regular_9_min","regular_9_pts","regular_9_fg","regular_9_fg3","regular_9_reb","regular_9_ast","regular_9_game_date","regular_9_matchup","regular_10_name","regular_10_position","regular_10_min","regular_10_pts","regular_10_fg","regular_10_fg3","regular_10_reb","regular_10_ast","regular_10_game_date","regular_10_matchup","regular_11_name","regular_11_position","regular_11_min","regular_11_pts","regular_11_fg","regular_11_fg3","regular_11_reb","regular_11_ast","regular_11_game_date","regular_11_matchup","regular_12_name","regular_12_position","regular_12_min","regular_12_pts","regular_12_fg","regular_12_fg3","regular_12_reb","regular_12_ast","regular_12_game_date","regular_12_matchup","regular_13_name","regular_13_position","regular_13_min","regular_13_pts","regular_13_fg","regular_13_fg3","regular_13_reb","regular_13_ast","regular_13_game_date","regular_13_matchup","regular_14_name","regular_14_position","regular_14_min","regular_14_pts","regular_14_fg","regular_14_fg3","regular_14_reb","regular_14_ast","regular_14_game_date","regular_14_matchup","regular_15_name","regular_15_position","regular_15_min","regular_15_pts","regular_15_fg","regular_15_fg3","regular_15_reb","regular_15_ast","regular_15_game_date","regular_15_matchup","regular_16_name","regular_16_position","regular_16_min","regular_16_pts","regular_16_fg","regular_16_fg3","regular_16_reb","regular_16_ast","regular_16_game_date","regular_16_matchup","regular_17_name","regular_17_position","regular_17_min","regular_17_pts","regular_17_fg","regular_17_fg3","regular_17_reb","regular_17_ast","regular_17_game_date","regular_17_matchup","regular_18_name","regular_18_position","regular_18_min","regular_18_pts","regular_18_fg","regular_18_fg3","regular_18_reb","regular_18_ast","regular_18_game_date","regular_18_matchup","regular_19_name","regular_19_position","regular_19_min","regular_19_pts","regular_19_fg","regular_19_fg3","regular_19_reb","regular_19_ast","regular_19_game_date","regular_19_matchup","regular_20_name","regular_20_position","regular_20_min","regular_20_pts","regular_20_fg","regular_20_fg3","regular_20_reb","regular_20_ast","regular_20_game_date","regular_20_matchup","opponent_1_name","opponent_1_position","opponent_1_min","opponent_1_pts","opponent_1_fg","opponent_1_fg3","opponent_1_reb","opponent_1_ast","opponent_1_game_date","opponent_1_matchup","opponent_2_name","opponent_2_position","opponent_2_min","opponent_2_pts","opponent_2_fg","opponent_2_fg3","opponent_2_reb","opponent_2_ast","opponent_2_game_date","opponent_2_matchup","opponent_3_name","opponent_3_position","opponent_3_min","opponent_3_pts","opponent_3_fg","opponent_3_fg3","opponent_3_reb","opponent_3_ast","opponent_3_game_date","opponent_3_matchup","opponent_4_name","opponent_4_position","opponent_4_min","opponent_4_pts","opponent_4_fg","opponent_4_fg3","opponent_4_reb","opponent_4_ast","opponent_4_game_date","opponent_4_matchup","opponent_5_name","opponent_5_position","opponent_5_min","opponent_5_pts","opponent_5_fg","opponent_5_fg3","opponent_5_reb","opponent_5_ast","opponent_5_game_date","opponent_5_matchup","PotentialAssists","Matchup_Points.7","Matchup_Rebounds.7","Matchup_Assists.7","Matchup_3PM.7","Matchup_FG%.7","Matchup_Points.15","Matchup_Rebounds.15","Matchup_Assists.15","Matchup_3PM.15","Matchup_FG%.15","Matchup_Points.30","Matchup_Rebounds.30","Matchup_Assists.30","Matchup_3PM.30","Matchup_FG%.30"
"11","ATL","SF","Gordon Hayward","ATL","CHO","ATL - CHO","CHO","Gordon Hayward","29","7","3-10","1-4","2","3","2022-11-24","PHI-CHO","Gordon Hayward","SF","37","20","7-16","3-6","5","5","2022-11-20","CHO-WAS","Gordon Hayward","SF","42","13","5-14","2-4","6","7","2022-11-19","CHO-CLE","Gordon Hayward","SF","16","7","3-11","1-3","3","2","2022-11-03","CHO-CHI","Gordon Hayward","SF","34","12","3-10","1-3","4","6","2022-10-31","SAC-CHO","Gordon Hayward","SF","35","23","8-16","1-3","2","4","2022-10-29","GSW-CHO","Gordon Hayward","SF","26","18","6-11","3-6","6","3","2022-10-28","CHO-ORL","Gordon Hayward","SF","39","21","8-18","1-3","9","4","2022-10-26","CHO-NYK","Gordon Hayward","SF","31","12","4-10","1-4","3","5","2022-10-23","CHO-ATL","Gordon Hayward","SF","37","26","12-19","1-2","2","7","2022-10-21","NOP-CHO","Gordon Hayward","SF","29","20","6-11","1-4","5","2","2022-10-20","CHO-SAS","Gordon Hayward","SF","17","5","2-6","1-2","3","4","2022-04-02","CHO-PHI","Gordon Hayward","SF","6","3","1-3","1-2","1","0","2022-02-08","TOR-CHO","Gordon Hayward","SF","22","0","0-7","0-2","3","2","2022-02-06","MIA-CHO","Gordon Hayward","SF","29","7","3-13","1-5","5","3","2022-02-05","CLE-CHO","Gordon Hayward","SF","30","16","6-11","3-5","7","4","2022-01-22","OKC-CHO","Gordon Hayward","SF","21","5","2-4","1-2","3","3","2022-01-20","CHO-BOS","Gordon Hayward","SF","36","16","6-16","3-8","2","4","2022-01-17","CHO-NYK","Gordon Hayward","SF","38","18","7-14","2-5","3","3","2022-01-15","ORL-CHO","Gordon Hayward","SF","36","30","13-16","4-4","4","7","2022-01-13","CHO-PHI","Gordon Hayward","SF","31","12","4-10","1-4","3","5","2022-10-23","CHO-ATL","Gordon Hayward","SF","33","18","5-15","1-5","5","3","2021-12-05","CHO-ATL","Gordon Hayward","SF","35","11","4-9","1-5","8","4","2021-11-21","CHO-ATL","Gordon Hayward","SF","36","13","6-14","1-4","1","3","2021-01-10","ATL-CHO","Gordon Hayward","SF","39","44","15-25","4-9","7","2","2021-01-07","CHO-ATL",8.1,27.57,8.85,4.49,2.9,49.25,25.24,8.7,3.26,2.72,50,22.93,7.92,3.31,2.63,46.19
"12","ATL","SG","James Bouknight","ATL","CHO","ATL - CHO","CHO","James Bouknight","3","3","1-2","1-1","1","0","2022-12-11","CHO-PHI","James Bouknight","SG","3","5","0-0","0-0","0","0","2022-12-10","NYK-CHO","James Bouknight","SG","24","2","1-7","0-3","6","1","2022-11-29","CHO-BOS","James Bouknight","SG","15","8","3-5","2-3","2","2","2022-11-25","MIN-CHO","James Bouknight","SG","12","0","0-0","0-0","2","1","2022-11-19","CHO-CLE","James Bouknight","SG","6","2","1-3","0-1","1","1","2022-11-17","IND-CHO","James Bouknight","SG","4","0","0-1","0-0","0","0","2022-11-15","CHO-ORL","James Bouknight","SG","14","9","4-6","1-3","0","0","2022-11-13","CHO-MIA","James Bouknight","SG","17","1","0-5","0-4","3","0","2022-11-11","CHO-MIA","James Bouknight","SG","17","7","2-5","1-3","0","0","2022-11-10","POR-CHO","James Bouknight","SG","20","7","3-7","0-3","6","3","2022-11-08","WAS-CHO","James Bouknight","SG","29","3","1-9","0-4","5","5","2022-11-05","BRK-CHO","James Bouknight","SG","28","14","7-10","0-0","4","5","2022-11-05","CHO-MEM","James Bouknight","SG","21","7","2-7","1-5","3","0","2022-11-03","CHO-CHI","James Bouknight","SG","16","6","2-4","2-3","2","1","2022-10-31","SAC-CHO","James Bouknight","SG","15","0","0-5","0-4","1","1","2022-10-29","GSW-CHO","James Bouknight","SG","26","11","4-11","3-7","3","0","2022-10-28","CHO-ORL","James Bouknight","SG","17","13","5-9","2-5","2","3","2022-10-26","CHO-NYK","James Bouknight","SG","18","10","3-9","2-4","1","2","2022-10-23","CHO-ATL","James Bouknight","SG","13","0","0-5","0-3","2","0","2022-10-21","NOP-CHO","James Bouknight","SG","18","10","3-9","2-4","1","2","2022-10-23","CHO-ATL","James Bouknight","SG","17","9","3-8","0-4","2","2","2022-01-24","ATL-CHO","James Bouknight","SG","6","0","0-1","0-0","0","0","2021-12-05","CHO-ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.05,5.58,5.44,2.43,44.15,23.37,6.16,5.85,2.89,46.4,22.88,6.61,5.33,2.43,44.49
"13","ATL","SG","Terry Rozier","ATL","CHO","ATL - CHO","CHO","Terry Rozier","42","25","8-28","2-13","5","2","2022-12-15","DET-CHO","Terry Rozier","SG","34","29","10-20","5-8","8","6","2022-12-11","CHO-PHI","Terry Rozier","SG","32","24","10-19","3-7","6","4","2022-12-10","NYK-CHO","Terry Rozier","SG","40","29","13-24","3-6","2","5","2022-12-08","CHO-BRK","Terry Rozier","SG","38","22","8-22","3-8","5","8","2022-12-06","LAC-CHO","Terry Rozier","SG","36","26","10-21","1-7","5","4","2022-12-03","MIL-CHO","Terry Rozier","SG","41","25","8-21","2-5","5","8","2022-12-03","WAS-CHO","Terry Rozier","SG","38","22","9-23","1-6","4","8","2022-11-25","MIN-CHO","Terry Rozier","SG","40","22","9-18","1-3","2","6","2022-11-24","PHI-CHO","Terry Rozier","SG","38","8","3-14","0-6","7","5","2022-11-20","CHO-WAS","Terry Rozier","SG","49","28","11-32","5-16","5","5","2022-11-19","CHO-CLE","Terry Rozier","SG","33","17","7-17","1-4","2","8","2022-11-17","IND-CHO","Terry Rozier","SG","34","17","7-15","1-8","3","2","2022-11-15","CHO-ORL","Terry Rozier","SG","34","22","8-17","4-9","1","6","2022-11-13","CHO-MIA","Terry Rozier","SG","43","22","8-25","3-10","8","3","2022-11-11","CHO-MIA","Terry Rozier","SG","35","18","6-20","5-13","5","5","2022-11-10","POR-CHO","Terry Rozier","SG","38","19","9-23","1-9","3","5","2022-11-08","WAS-CHO","Terry Rozier","SG","36","25","9-24","6-14","7","3","2022-11-05","BRK-CHO","Terry Rozier","SG","36","23","7-24","2-8","8","11","2022-10-21","NOP-CHO","Terry Rozier","SG","30","24","10-19","4-7","6","6","2022-10-20","CHO-SAS","Terry Rozier","SG","35","18","8-17","2-8","3","2","2022-03-16","ATL-CHO","Terry Rozier","SG","30","7","2-14","0-6","5","7","2022-01-24","ATL-CHO","Terry Rozier","SG","30","10","4-13","1-5","4","4","2021-11-21","CHO-ATL","Terry Rozier","SG","36","18","7-17","4-9","6","4","2021-04-11","ATL-CHO","Terry Rozier","SG","35","23","8-15","4-9","4","2","2021-01-10","ATL-CHO",11.6,20.05,5.58,5.44,2.43,44.15,23.37,6.16,5.85,2.89,46.4,22.88,6.61,5.33,2.43,44.49
"14","ATL","SG","Kelly Oubre Jr.","ATL","CHO","ATL - CHO","CHO","Kelly Oubre Jr.","40","28","10-27","5-13","8","1","2022-12-15","DET-CHO","Kelly Oubre Jr.","SG","37","29","11-23","3-8","3","1","2022-12-11","CHO-PHI","Kelly Oubre Jr.","SG","37","22","8-20","2-8","4","1","2022-12-10","NYK-CHO","Kelly Oubre Jr.","SG","41","28","11-20","3-7","8","1","2022-12-08","CHO-BRK","Kelly Oubre Jr.","SG","40","28","10-23","4-10","7","2","2022-12-06","LAC-CHO","Kelly Oubre Jr.","SG","39","20","4-14","1-5","2","0","2022-12-03","MIL-CHO","Kelly Oubre Jr.","SG","38","22","9-21","2-5","7","2","2022-12-03","WAS-CHO","Kelly Oubre Jr.","SG","26","22","11-18","0-4","5","3","2022-11-29","CHO-BOS","Kelly Oubre Jr.","SG","34","28","10-21","3-7","6","2","2022-11-25","MIN-CHO","Kelly Oubre Jr.","SG","33","14","6-15","0-6","4","1","2022-11-24","PHI-CHO","Kelly Oubre Jr.","SG","29","23","10-20","1-7","7","0","2022-11-20","CHO-WAS","Kelly Oubre Jr.","SG","39","34","12-21","5-9","3","0","2022-11-19","CHO-CLE","Kelly Oubre Jr.","SG","36","17","8-21","1-7","13","2","2022-11-17","IND-CHO","Kelly Oubre Jr.","SG","34","16","5-18","0-6","5","0","2022-11-15","CHO-ORL","Kelly Oubre Jr.","SG","34","20","8-16","2-5","8","1","2022-11-13","CHO-MIA","Kelly Oubre Jr.","SG","39","29","11-20","7-13","7","2","2022-11-11","CHO-MIA","Kelly Oubre Jr.","SG","36","16","5-19","1-11","8","3","2022-11-10","POR-CHO","Kelly Oubre Jr.","SG","29","20","8-20","1-7","1","0","2022-11-08","WAS-CHO","Kelly Oubre Jr.","SG","31","18","5-14","4-11","1","0","2022-11-05","BRK-CHO","Kelly Oubre Jr.","SG","25","17","5-12","2-5","1","1","2022-11-05","CHO-MEM","Kelly Oubre Jr.","SG","33","24","9-20","3-6","10","0","2022-10-23","CHO-ATL","Kelly Oubre Jr.","SG","19","6","2-6","0-2","2","0","2022-03-16","ATL-CHO","Kelly Oubre Jr.","SG","23","12","5-13","1-9","5","0","2022-01-24","ATL-CHO","Kelly Oubre Jr.","SG","39","28","11-17","6-10","3","2","2021-12-05","CHO-ATL","Kelly Oubre Jr.","SG","27","8","4-14","0-7","7","1","2021-11-21","CHO-ATL",2.5,20.05,5.58,5.44,2.43,44.15,23.37,6.16,5.85,2.89,46.4,22.88,6.61,5.33,2.43,44.49
"15","BOS","C","Mo Bamba","ORL","BOS","ORL - BOS","ORL","Mo Bamba","18","11","4-6","2-4","7","0","2022-12-15","ATL-ORL","Mo Bamba","C","23","18","6-6","2-2","9","1","2022-12-11","TOR-ORL","Mo Bamba","C","17","2","1-4","0-2","13","1","2022-12-10","TOR-ORL","Mo Bamba","C","17","8","3-6","2-3","4","1","2022-12-08","LAC-ORL","Mo Bamba","C","12","3","1-3","1-3","1","0","2022-11-27","PHI-ORL","Mo Bamba","C","27","7","2-7","1-3","4","4","2022-11-26","PHI-ORL","Mo Bamba","C","33","15","5-6","2-3","4","1","2022-11-22","ORL-IND","Mo Bamba","C","33","21","6-14","3-8","9","1","2022-11-20","ORL-IND","Mo Bamba","C","24","13","4-9","4-5","4","1","2022-11-19","ORL-CHI","Mo Bamba","C","29","8","4-11","0-5","10","2","2022-11-17","MIN-ORL","Mo Bamba","C","22","14","5-10","1-2","10","1","2022-11-15","CHO-ORL","Mo Bamba","C","19","9","3-6","1-3","5","2","2022-11-12","PHO-ORL","Mo Bamba","C","24","12","5-8","1-3","6","1","2022-11-09","DAL-ORL","Mo Bamba","C","20","14","6-7","1-2","4","3","2022-11-08","HOU-ORL","Mo Bamba","C","6","0","0-0","0-0","2","0","2022-11-03","GSW-ORL","Mo Bamba","C","13","2","1-4","0-1","5","0","2022-11-02","ORL-OKC","Mo Bamba","C","17","5","2-4","1-1","4","1","2022-10-30","ORL-DAL","Mo Bamba","C","17","19","8-12","2-5","6","1","2022-10-28","CHO-ORL","Mo Bamba","C","7","2","1-1","0-0","1","0","2022-10-26","ORL-CLE","Mo Bamba","C","14","2","1-3","0-2","3","0","2022-10-24","ORL-NYK","Mo Bamba","C","12","3","1-3","1-3","0","1","2022-10-22","BOS-ORL","Mo Bamba","C","27","8","2-9","0-4","10","1","2022-02-06","BOS-ORL","Mo Bamba","C","18","6","2-6","2-2","7","0","2022-01-02","ORL-BOS","Mo Bamba","C","29","5","1-6","1-3","10","1","2021-11-03","BOS-ORL","Mo Bamba","C","31","19","5-11","1-7","15","1","2021-05-05","BOS-ORL",NA,21.07,14.62,3.22,0.18,56.13,20.73,14.13,4.28,0.34,57.66,21.17,15.73,3.83,0.75,55.98
"16","BOS","C","Moritz Wagner","ORL","BOS","ORL - BOS","ORL","Moritz Wagner","30","17","7-9","3-4","5","0","2022-12-15","ATL-ORL","Moritz Wagner","C","21","6","2-8","2-4","3","1","2022-12-11","TOR-ORL","Moritz Wagner","C","31","11","4-11","1-4","4","2","2022-12-10","TOR-ORL","Moritz Wagner","C","36","20","7-13","1-4","13","3","2022-12-08","LAC-ORL","Moritz Wagner","C","32","19","7-10","0-2","12","4","2022-12-06","MIL-ORL","Moritz Wagner","C","22","5","2-7","0-1","4","0","2022-12-04","ORL-TOR","Moritz Wagner","C","36","16","7-12","1-4","9","1","2022-12-03","ORL-CLE","Moritz Wagner","C","26","9","3-5","0-2","6","8","2022-12-01","ATL-ORL","Moritz Wagner","C","11","2","0-2","0-2","5","1","2022-11-29","ORL-BRK","Moritz Wagner","C","26","12","3-7","1-5","6","4","2022-11-27","PHI-ORL","Moritz Wagner","C","17","7","2-8","1-6","5","0","2022-11-26","PHI-ORL","Moritz Wagner","C","30","14","5-11","2-7","11","5","2022-04-10","MIA-ORL","Moritz Wagner","C","28","17","6-10","2-5","5","3","2022-04-07","ORL-CHO","Moritz Wagner","C","20","15","6-8","3-4","3","3","2022-04-05","CLE-ORL","Moritz Wagner","C","29","18","7-10","2-5","9","1","2022-04-03","NYK-ORL","Moritz Wagner","C","27","8","3-8","0-3","8","1","2022-04-01","TOR-ORL","Moritz Wagner","C","18","4","1-5","0-3","8","0","2022-03-30","ORL-WAS","Moritz Wagner","C","21","2","1-5","0-3","5","5","2022-03-28","ORL-CLE","Moritz Wagner","C","19","15","5-9","2-5","6","5","2022-03-26","SAC-ORL","Moritz Wagner","C","26","13","4-9","3-7","8","1","2022-03-24","ORL-OKC","Moritz Wagner","C","16","6","2-8","0-4","3","0","2022-02-06","BOS-ORL","Moritz Wagner","C","2","2","1-1","0-0","0","0","2022-01-02","ORL-BOS","Moritz Wagner","C","9","3","1-4","1-3","3","0","2021-11-03","BOS-ORL","Moritz Wagner","C","26","20","4-8","3-5","4","0","2021-05-05","BOS-ORL","Moritz Wagner","C","5","0","0-1","0-0","1","0","2021-04-16","BOS-LAL",3.4,21.07,14.62,3.22,0.18,56.13,20.73,14.13,4.28,0.34,57.66,21.17,15.73,3.83,0.75,55.98
"17","BOS","C","Bol Bol","ORL","BOS","ORL - BOS","ORL","Bol Bol","27","21","7-13","3-4","7","2","2022-12-15","ATL-ORL","Bol Bol","C","22","6","3-4","0-1","5","2","2022-12-11","TOR-ORL","Bol Bol","C","30","10","4-6","0-1","6","2","2022-12-10","TOR-ORL","Bol Bol","C","34","20","9-14","1-2","9","3","2022-12-08","LAC-ORL","Bol Bol","C","19","2","1-4","0-0","2","2","2022-12-06","MIL-ORL","Bol Bol","C","28","18","7-8","0-1","7","1","2022-12-04","ORL-TOR","Bol Bol","C","23","3","1-3","1-1","7","1","2022-12-03","ORL-CLE","Bol Bol","C","27","6","3-5","0-1","5","2","2022-12-01","ATL-ORL","Bol Bol","C","39","24","10-15","3-6","6","2","2022-11-29","ORL-BRK","Bol Bol","C","32","6","3-6","0-1","4","3","2022-11-27","PHI-ORL","Bol Bol","C","35","18","8-14","1-3","8","2","2022-11-26","PHI-ORL","Bol Bol","C","27","9","4-11","0-1","9","2","2022-11-22","ORL-IND","Bol Bol","C","34","22","9-15","2-3","11","0","2022-11-20","ORL-IND","Bol Bol","C","31","15","6-10","0-0","10","0","2022-11-19","ORL-CHI","Bol Bol","C","35","26","12-21","0-4","12","1","2022-11-17","MIN-ORL","Bol Bol","C","31","14","5-13","2-6","9","2","2022-11-15","CHO-ORL","Bol Bol","C","31","13","5-8","3-3","15","1","2022-11-12","PHO-ORL","Bol Bol","C","25","11","4-6","2-2","7","0","2022-11-09","DAL-ORL","Bol Bol","C","21","9","2-5","0-1","3","0","2022-11-08","HOU-ORL","Bol Bol","C","37","23","10-11","2-3","7","2","2022-11-05","SAC-ORL","Bol Bol","C","15","6","3-7","0-1","5","0","2022-10-22","BOS-ORL","Bol Bol","C","2","0","0-1","0-1","0","0","2021-04-11","BOS-DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.07,14.62,3.22,0.18,56.13,20.73,14.13,4.28,0.34,57.66,21.17,15.73,3.83,0.75,55.98
"18","BOS","C","Wendell Carter Jr.","ORL","BOS","ORL - BOS","ORL","Wendell Carter Jr.","34","21","9-16","1-6","8","5","2022-11-19","ORL-CHI","Wendell Carter Jr.","C","32","20","5-8","3-4","5","4","2022-11-15","CHO-ORL","Wendell Carter Jr.","C","32","20","7-15","2-5","10","5","2022-11-12","PHO-ORL","Wendell Carter Jr.","C","34","13","5-9","1-2","12","3","2022-11-09","DAL-ORL","Wendell Carter Jr.","C","27","15","6-12","1-2","7","2","2022-11-08","HOU-ORL","Wendell Carter Jr.","C","39","17","6-9","1-3","9","6","2022-11-05","SAC-ORL","Wendell Carter Jr.","C","33","14","4-9","2-4","9","2","2022-11-03","GSW-ORL","Wendell Carter Jr.","C","35","30","10-15","2-2","12","2","2022-11-02","ORL-OKC","Wendell Carter Jr.","C","33","15","5-10","1-3","9","4","2022-10-30","ORL-DAL","Wendell Carter Jr.","C","26","15","6-13","0-3","5","4","2022-10-28","CHO-ORL","Wendell Carter Jr.","C","33","12","4-9","0-3","8","1","2022-10-26","ORL-CLE","Wendell Carter Jr.","C","34","17","5-10","2-5","11","1","2022-10-24","ORL-NYK","Wendell Carter Jr.","C","35","15","6-13","1-1","12","5","2022-10-22","BOS-ORL","Wendell Carter Jr.","C","33","14","4-13","0-7","8","2","2022-10-21","ORL-ATL","Wendell Carter Jr.","C","33","11","5-8","1-2","11","3","2022-10-19","ORL-DET","Wendell Carter Jr.","C","27","15","7-14","0-4","12","6","2022-03-28","ORL-CLE","Wendell Carter Jr.","C","33","19","7-12","1-4","8","0","2022-03-22","GSW-ORL","Wendell Carter Jr.","C","31","30","12-15","2-3","16","2","2022-03-20","OKC-ORL","Wendell Carter Jr.","C","26","18","6-11","1-1","8","4","2022-03-15","BRK-ORL","Wendell Carter Jr.","C","39","23","10-19","2-5","12","2","2022-03-13","PHI-ORL","Wendell Carter Jr.","C","35","15","6-13","1-1","12","5","2022-10-22","BOS-ORL","Wendell Carter Jr.","C","28","14","6-8","0-0","8","2","2022-02-06","BOS-ORL","Wendell Carter Jr.","C","41","15","5-16","1-4","16","7","2022-01-02","ORL-BOS","Wendell Carter Jr.","C","35","13","5-12","2-5","13","4","2021-11-03","BOS-ORL","Wendell Carter Jr.","C","36","11","3-9","0-2","14","2","2020-01-05","BOS-CHI",5.3,21.07,14.62,3.22,0.18,56.13,20.73,14.13,4.28,0.34,57.66,21.17,15.73,3.83,0.75,55.98
"19","BOS","F","Caleb Houstan","ORL","BOS","ORL - BOS","ORL","Caleb Houstan","12","5","1-2","0-1","2","0","2022-12-08","LAC-ORL","Caleb Houstan","F","24","3","1-6","1-4","5","0","2022-12-06","MIL-ORL","Caleb Houstan","F","25","8","3-9","2-5","4","2","2022-12-04","ORL-TOR","Caleb Houstan","F","19","3","1-3","1-3","2","0","2022-12-03","ORL-CLE","Caleb Houstan","F","15","5","2-3","1-2","5","1","2022-12-01","ATL-ORL","Caleb Houstan","F","31","3","1-4","1-3","7","1","2022-11-29","ORL-BRK","Caleb Houstan","F","26","12","4-8","4-8","1","3","2022-11-27","PHI-ORL","Caleb Houstan","F","14","7","3-6","1-4","2","2","2022-11-26","PHI-ORL","Caleb Houstan","F","13","4","1-1","1-1","1","1","2022-11-22","ORL-IND","Caleb Houstan","F","19","2","0-4","0-1","2","1","2022-11-20","ORL-IND","Caleb Houstan","F","22","3","1-3","1-3","4","0","2022-11-17","MIN-ORL","Caleb Houstan","F","15","6","2-5","2-5","4","1","2022-11-15","CHO-ORL","Caleb Houstan","F","19","3","1-1","1-1","2","0","2022-11-12","PHO-ORL","Caleb Houstan","F","26","8","3-5","1-2","2","1","2022-11-09","DAL-ORL","Caleb Houstan","F","9","0","0-0","0-0","1","0","2022-11-08","HOU-ORL","Caleb Houstan","F","5","2","0-1","0-1","1","0","2022-11-03","GSW-ORL","Caleb Houstan","F","15","3","1-5","1-3","1","1","2022-11-02","ORL-OKC","Caleb Houstan","F","24","3","1-6","1-6","3","2","2022-10-28","CHO-ORL","Caleb Houstan","F","15","2","1-1","0-0","0","0","2022-10-26","ORL-CLE","Caleb Houstan","F","21","7","2-4","1-2","3","0","2022-10-24","ORL-NYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","BOS","PF","Jonathan Isaac","ORL","BOS","ORL - BOS","ORL","Jonathan Isaac","15","4","1-3","0-1","3","4","2020-08-02","SAC-ORL","Jonathan Isaac","PF","16","16","6-7","2-2","6","0","2020-07-31","ORL-BRK","Jonathan Isaac","PF","2","2","1-2","0-0","1","0","2020-01-01","ORL-WAS","Jonathan Isaac","PF","33","13","6-13","0-2","9","2","2019-12-31","ATL-ORL","Jonathan Isaac","PF","30","19","8-13","1-3","9","2","2019-12-29","ORL-MIL","Jonathan Isaac","PF","30","4","2-7","0-1","6","0","2019-12-28","PHI-ORL","Jonathan Isaac","PF","33","13","5-8","0-1","9","5","2019-12-24","CHI-ORL","Jonathan Isaac","PF","30","10","3-9","1-1","4","0","2019-12-21","ORL-POR","Jonathan Isaac","PF","17","7","3-6","0-1","5","0","2019-12-19","ORL-DEN","Jonathan Isaac","PF","32","7","3-7","1-2","4","1","2019-12-18","ORL-UTA","Jonathan Isaac","PF","33","21","7-11","1-2","11","3","2019-12-15","ORL-NOP","Jonathan Isaac","PF","27","10","4-7","0-1","3","1","2019-12-14","HOU-ORL","Jonathan Isaac","PF","36","19","6-14","2-3","8","0","2019-12-12","LAL-ORL","Jonathan Isaac","PF","28","10","5-13","0-2","9","2","2019-12-10","ORL-MIL","Jonathan Isaac","PF","33","9","4-9","1-1","6","0","2019-12-07","ORL-CLE","Jonathan Isaac","PF","28","7","3-9","0-1","4","1","2019-12-05","PHO-ORL","Jonathan Isaac","PF","37","11","5-13","1-6","6","3","2019-12-04","ORL-WAS","Jonathan Isaac","PF","33","14","4-9","1-2","11","0","2019-12-01","GSW-ORL","Jonathan Isaac","PF","29","8","4-13","0-3","10","0","2019-11-30","TOR-ORL","Jonathan Isaac","PF","28","16","7-18","1-7","7","1","2019-11-28","ORL-CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.27,9.39,4.39,1.96,48.29,22.31,8.7,3.14,2.04,51.72,20.83,9.26,2.64,1.9,47.73
